pid,name,date_of_birth,date_of_death
6209898,Jan Lunding,1933-01-01T00:00:00Z,
5946186,José de Azpiroz y Azpiroz,1895-01-01T00:00:00Z,1967-01-01T00:00:00Z
6278774,Jorge Zalszupin,1922-06-01T00:00:00Z,2020-08-17T00:00:00Z
6277979,Jorge Ferreira Chaves,1920-02-22T00:00:00Z,1982-08-22T00:00:00Z
6265073,John Y. Hill,1799-08-14T00:00:00Z,1859-08-02T00:00:00Z
5892792,Erik Josephson,1864-03-07T00:00:00Z,1929-11-17T00:00:00Z
5865809,Francisco García Nava,1868-01-01T00:00:00Z,1937-12-29T00:00:00Z
5660640,Harold Falkner,1875-11-28T00:00:00Z,1963-11-30T00:00:00Z
5662562,Harold Tomlinson,1899-01-01T00:00:00Z,1951-01-01T00:00:00Z
5663979,Harrie Thomas Lindeberg,1880-04-10T00:00:00Z,1959-01-10T00:00:00Z
5664900,Alejandro Cohen,1946-01-01T00:00:00Z,
5660262,Harold C. Whitehouse,1884-01-31T00:00:00Z,1974-09-01T00:00:00Z
5658392,Harlan Thomas,1870-01-10T00:00:00Z,1953-09-04T00:00:00Z
5660120,Harold Boas,1883-09-27T00:00:00Z,1980-09-17T00:00:00Z
5858456,Felipe Sánchez,1700-01-01T00:00:00Z,1712-01-01T00:00:00Z
6206546,Gioacchino Toesca,1745-01-01T00:00:00Z,1799-06-11T00:00:00Z
5951051,Mohsen Foroughi,1907-05-14T00:00:00Z,1983-10-06T00:00:00Z
5951213,Juan Manuel del Busto González,1904-12-30T00:00:00Z,1967-01-01T00:00:00Z
5947798,Juan Bautista Peyronet,1812-01-01T00:00:00Z,1875-01-01T00:00:00Z
5947252,Juan Antonio Cuervo,1757-01-01T00:00:00Z,1834-01-01T00:00:00Z
5946391,José de Yarza Echenique,1876-01-01T00:00:00Z,1920-08-23T00:00:00Z
6264588,John Wind,1819-01-01T00:00:00Z,1863-05-18T00:00:00Z
6216645,Johannes Emil Gnudtzmann,1837-11-17T00:00:00Z,1922-04-14T00:00:00Z
6214697,Erik Trana,1888-02-27T00:00:00Z,1967-02-23T00:00:00Z
5866077,Francisco Jareño y Alarcón,1818-02-24T00:00:00Z,1892-10-08T00:00:00Z
5894264,Valter Jung,1879-11-27T00:00:00Z,1946-02-10T00:00:00Z
5894264,Valter Jung,1879-11-27T00:00:00Z,1946-02-09T00:00:00Z
6282897,Joseph Emberton,1889-01-01T00:00:00Z,1956-11-20T00:00:00Z
6282897,Joseph Emberton,1889-01-01T00:00:00Z,1956-01-01T00:00:00Z
6282885,Joseph Ellicott,1760-11-01T00:00:00Z,1826-08-19T00:00:00Z
6282931,Joseph Esherick,1914-12-28T00:00:00Z,1998-12-17T00:00:00Z
5946383,José de Villarreal,http://www.wikidata.org/.well-known/genid/a6d685dc5aec06a715ce6dea86911609,1662-01-10T00:00:00Z
6206795,Lennart Tham,1910-05-22T00:00:00Z,1961-11-20T00:00:00Z
6209284,Bror Thornberg,1919-04-29T00:00:00Z,2013-06-04T00:00:00Z
6208987,Eugen Thorburn,1860-08-03T00:00:00Z,1931-08-26T00:00:00Z
6207186,Jocelyn of Furness,1150-01-01T00:00:00Z,1214-01-01T00:00:00Z
6209193,Thor Thorén,1863-11-10T00:00:00Z,1937-09-13T00:00:00Z
5951547,Juan Moya Idígoras,1867-01-01T00:00:00Z,1953-01-25T00:00:00Z
5951322,Juan Martínez Gutiérrez,1901-02-08T00:00:00Z,1976-01-17T00:00:00Z
5951538,Juan Moreno Rocafull,1820-01-01T00:00:00Z,1892-01-01T00:00:00Z
6963197,Moti Bodek,1961-01-01T00:00:00Z,
5862913,Arvid Fuhre,1885-11-20T00:00:00Z,1959-07-02T00:00:00Z
5864492,Jacob Wilhelm Gerss,1784-08-15T00:00:00Z,1844-08-22T00:00:00Z
5660510,Agustín Aguirre López,1896-01-01T00:00:00Z,1985-01-01T00:00:00Z
5660480,Harold Desbrowe-Annear,1865-08-16T00:00:00Z,1933-06-22T00:00:00Z
6966818,Zoltan Harmat,1900-08-29T00:00:00Z,1985-06-01T00:00:00Z
6965621,Narciso Clavería y de Palacios,1869-01-01T00:00:00Z,1935-01-01T00:00:00Z
5901640,Horace Cleveland,1814-12-16T00:00:00Z,1900-12-05T00:00:00Z
5901748,Horace G. Wadlin,1851-10-02T00:00:00Z,1925-01-01T00:00:00Z
5901043,Valfrid Karlson,1855-01-26T00:00:00Z,1935-07-13T00:00:00Z
5948693,Juan Castañón de Mena,1903-05-10T00:00:00Z,1982-09-27T00:00:00Z
5947964,Juan Borchers,1910-08-04T00:00:00Z,1975-04-27T00:00:00Z
5948989,Juan Cuenca,1934-01-01T00:00:00Z,
5947914,William Lethaby,1857-01-18T00:00:00Z,1931-07-17T00:00:00Z
6217727,John A. Hasecoster,1844-01-01T00:00:00Z,1925-03-04T00:00:00Z
6217637,John A. Dempwolf,1848-01-01T00:00:00Z,1926-12-24T00:00:00Z
6217327,Johan Tuvert,1920-02-01T00:00:00Z,1996-04-03T00:00:00Z
6217871,John A. Pearson,1867-06-22T00:00:00Z,1940-06-11T00:00:00Z
6282218,Joseph Connolly,1840-01-01T00:00:00Z,1904-12-13T00:00:00Z
6282218,Joseph Connolly,1839-01-01T00:00:00Z,1904-12-13T00:00:00Z
5953347,Juan de Naveda,1590-01-01T00:00:00Z,1638-01-01T00:00:00Z
5953287,Juan de Madrazo y Kuntz,1829-01-01T00:00:00Z,1880-03-07T00:00:00Z
5953417,Juan de Ribera Piferrer,1811-05-16T00:00:00Z,1880-09-24T00:00:00Z
5952686,Juan Tomás Tuyro Túpac,1700-01-01T00:00:00Z,1800-01-01T00:00:00Z
7498849,Shirley Simons,1897-03-12T00:00:00Z,1963-08-01T00:00:00Z
5955470,Julio Martínez-Zapata,1863-01-01T00:00:00Z,1915-01-01T00:00:00Z
5898244,Per Kallstenius,1944-06-09T00:00:00Z,
5898542,Hooshang Seyhoun,1920-08-22T00:00:00Z,2014-05-26T00:00:00Z
5895272,Toivo Jäntti,1900-04-07T00:00:00Z,1975-05-08T00:00:00Z
5653784,Ramón Vilalta,1960-04-25T00:00:00Z,
5653731,William Townesend,1676-01-01T00:00:00Z,1739-01-01T00:00:00Z
5953697,Oskar Lindberg,1852-04-14T00:00:00Z,1916-03-28T00:00:00Z
5955013,Julio Bravo Folch,1862-01-01T00:00:00Z,1920-12-01T00:00:00Z
5955180,Gustav Linden,1879-04-23T00:00:00Z,1964-12-13T00:00:00Z
5954905,Axel Lindegren,1860-07-03T00:00:00Z,1933-12-15T00:00:00Z
5955392,Johan Anders Linder,1783-11-20T00:00:00Z,1877-01-01T00:00:00Z
5865068,Francisco Andrés Octavio Palacios,1846-01-01T00:00:00Z,1912-01-01T00:00:00Z
6959454,Nahum Zolotov,1926-01-01T00:00:00Z,2014-05-15T00:00:00Z
6962253,Peter Paul Brang,1852-01-01T00:00:00Z,1925-01-01T00:00:00Z
5666787,Alfonso Dubé,1900-01-01T00:00:00Z,2000-01-01T00:00:00Z
5665600,Alejandro Virasoro,1892-01-11T00:00:00Z,1978-01-01T00:00:00Z
6280989,Joseph Allen Stein,1912-04-10T00:00:00Z,2001-10-14T00:00:00Z
6280856,Joseph A. Shannon,1859-01-01T00:00:00Z,1934-01-01T00:00:00Z
5904976,Humberto Pittamiglio,1887-11-23T00:00:00Z,1966-09-28T00:00:00Z
5905415,Lars Kellman,1857-01-01T00:00:00Z,1924-09-13T00:00:00Z
5667147,Harry Barton,1876-06-17T00:00:00Z,1937-05-09T00:00:00Z
5667281,Alfonso Vegara,1955-01-01T00:00:00Z,
5902458,Horacio Terra Arocena,1894-05-06T00:00:00Z,1985-01-01T00:00:00Z
5902742,Horatio Nelson White,1814-01-01T00:00:00Z,1892-07-29T00:00:00Z
7494391,Sheo Dan Mal,1923-08-23T00:00:00Z,2007-01-24T00:00:00Z
6283089,Joseph Finger,1887-03-07T00:00:00Z,1953-02-06T00:00:00Z
6962528,Moshe Zarhy,1923-01-01T00:00:00Z,2015-02-12T00:00:00Z
5865017,Francisco Albiñana,1887-08-29T00:00:00Z,1936-10-03T00:00:00Z
6280621,Joseph-François Mangin,1758-06-01T00:00:00Z,
6280160,Josef Schnitter,1852-10-28T00:00:00Z,1914-05-09T00:00:00Z
6079025,Carl Rosell,1879-06-30T00:00:00Z,1941-12-05T00:00:00Z
6079928,Ishak Bey,1301-01-01T00:00:00Z,1444-01-01T00:00:00Z
6081471,Edvard von Rothstein,1821-11-01T00:00:00Z,1890-11-29T00:00:00Z
6218149,John Adam,1721-03-05T00:00:00Z,1792-06-25T00:00:00Z
6282957,Joseph F. Booton,1897-01-01T00:00:00Z,
6282986,Joseph F. Leitner,1871-06-13T00:00:00Z,1930-06-02T00:00:00Z
7515730,Silvanus Trevail,1851-11-11T00:00:00Z,1903-11-07T00:00:00Z
7514206,"Silas Owens, Sr.",1907-01-01T00:00:00Z,1960-04-04T00:00:00Z
7527640,"Sir John Call, 1st Baronet",1731-06-30T00:00:00Z,1801-03-01T00:00:00Z
7529103,Sir Thomas Drew,1838-09-18T00:00:00Z,1910-03-13T00:00:00Z
7528493,"Sir Philip Stott, 1st Baronet",1858-02-20T00:00:00Z,1937-03-31T00:00:00Z
7527640,"Sir John Call, 1st Baronet",1732-06-30T00:00:00Z,1801-03-01T00:00:00Z
5949934,Juan Günther Doering,1927-05-24T00:00:00Z,2012-01-01T00:00:00Z
5949934,Juan Günther Doering,1927-05-24T00:00:00Z,2012-08-23T00:00:00Z
5949934,Juan Günther Doering,1927-01-01T00:00:00Z,2012-01-01T00:00:00Z
5949934,Juan Günther Doering,1927-01-01T00:00:00Z,2012-08-23T00:00:00Z
5949971,Juan Hurtado Manrique,1837-01-23T00:00:00Z,1896-07-17T00:00:00Z
5949928,Juan Gómez de Trasmonte,1501-01-01T00:00:00Z,1647-01-01T00:00:00Z
6998511,Amedeo D'Albora,1896-01-10T00:00:00Z,1980-11-30T00:00:00Z
6992194,Abba Elhanani,1918-01-01T00:00:00Z,2008-07-02T00:00:00Z
6998032,Alfred Neumann,1900-01-26T00:00:00Z,1968-10-23T00:00:00Z
6097519,Rafael Lorente Escudero,1907-02-03T00:00:00Z,1992-03-22T00:00:00Z
6097379,Rafael González Villar,1887-10-06T00:00:00Z,1941-03-11T00:00:00Z
6218446,John Albert Ewart,1872-01-01T00:00:00Z,1964-01-01T00:00:00Z
6218487,John Alden,1884-01-01T00:00:00Z,1962-01-01T00:00:00Z
6981894,Eliezer Yellin,1888-10-01T00:00:00Z,1945-06-17T00:00:00Z
6969704,Nathaniel Jeremiah Bradlee,1829-06-01T00:00:00Z,1888-12-17T00:00:00Z
6981794,Israel Meir Goodovitch,1934-01-01T00:00:00Z,
7506882,Siavash Teimouri,1937-06-22T00:00:00Z,
7508946,Sidney Badgley,1850-05-28T00:00:00Z,1917-04-29T00:00:00Z
7508946,Sidney Badgley,1850-05-28T00:00:00Z,1917-04-28T00:00:00Z
5956070,Julián García Núñez,1875-07-28T00:00:00Z,1944-11-12T00:00:00Z
6084316,Krikor Balyan,1764-01-01T00:00:00Z,1831-01-01T00:00:00Z
6082711,Per Rudenstam,1927-03-25T00:00:00Z,
7558559,Solomon Andrew Layton,1864-07-22T00:00:00Z,1943-02-06T00:00:00Z
5913633,Ignacio de Cárdenas Pastor,1898-12-22T00:00:00Z,1979-08-18T00:00:00Z
6968972,Nathan Clifford Ricker,1843-06-24T00:00:00Z,1924-03-19T00:00:00Z
6969534,Nathaniel Cannon Smith,1866-01-01T00:00:00Z,1943-01-01T00:00:00Z
6969674,Nathaniel Hitch,1846-01-01T00:00:00Z,1938-01-28T00:00:00Z
6969674,Nathaniel Hitch,1845-01-01T00:00:00Z,1938-01-28T00:00:00Z
6969543,Nathaniel Clements,1705-01-01T00:00:00Z,1777-01-01T00:00:00Z
6969172,Nathan Kelley,1808-02-26T00:00:00Z,1871-11-20T00:00:00Z
6969172,Nathan Kelley,1808-02-26T00:00:00Z,1871-11-19T00:00:00Z
6098119,Rafael de La-Hoz Castanys,1955-01-01T00:00:00Z,
5912331,Adolf Kjellström,1834-10-03T00:00:00Z,1932-04-13T00:00:00Z
5912062,Sam Kjellberg,1863-01-01T00:00:00Z,1939-04-12T00:00:00Z
5908610,Carlos Kihlberg,1839-09-14T00:00:00Z,1908-06-09T00:00:00Z
5908691,Alfred Kihlman,1825-05-13T00:00:00Z,1904-07-19T00:00:00Z
6097586,Rafael Marquina y Bueno,1884-02-09T00:00:00Z,1964-04-22T00:00:00Z
6097713,Ivan Vasilyov,1893-02-28T00:00:00Z,1979-04-06T00:00:00Z
6097772,Ivan Vurnik,1884-01-01T00:00:00Z,1971-04-08T00:00:00Z
6097522,Rafael Lorente Mourelle,1940-03-21T00:00:00Z,
6214082,Ernst Torulf,1872-10-09T00:00:00Z,1936-11-30T00:00:00Z
6209998,Jan Thurfjell,1924-01-06T00:00:00Z,2000-02-27T00:00:00Z
6209934,Albert Thurdin,1862-05-30T00:00:00Z,1943-08-14T00:00:00Z
6213003,Ville Tommos,1897-04-27T00:00:00Z,1968-04-27T00:00:00Z
5956120,Julián Lombana,1839-01-01T00:00:00Z,1916-01-01T00:00:00Z
5956173,Julián Otamendi Machimbarrena,1889-01-01T00:00:00Z,1966-01-01T00:00:00Z
7032193,Shulamit Nadler,1923-08-16T00:00:00Z,2016-08-27T00:00:00Z
7031482,Niels Edward Liljenberg,1869-02-10T00:00:00Z,1952-10-08T00:00:00Z
5951695,Yousef Shariatzadeh,1930-01-01T00:00:00Z,2001-10-01T00:00:00Z
5952302,Juan Ribero de Rada,1540-01-01T00:00:00Z,1600-01-01T00:00:00Z
5952166,Juan Rafo,http://www.wikidata.org/.well-known/genid/ba0985f36e096d70654e466e6a482b6a,1867-06-27T00:00:00Z
5952460,Juan Sabbagh,1951-01-01T00:00:00Z,
6218344,Albert Törnqvist,1819-01-07T00:00:00Z,1898-08-25T00:00:00Z
7025630,Nicholas J. Clayton,1840-11-01T00:00:00Z,1916-12-09T00:00:00Z
7010454,Gershon Zippor,1931-08-30T00:00:00Z,2012-12-11T00:00:00Z
7023050,Hanan Hebron,1931-03-01T00:00:00Z,2000-02-19T00:00:00Z
6219094,Frits Uldall,1839-02-11T00:00:00Z,1921-02-21T00:00:00Z
6096991,Rafael Aranda,1961-05-12T00:00:00Z,
6091749,Gustaf Hugo Sandberg,1874-08-02T00:00:00Z,1914-01-01T00:00:00Z
6094368,Hüsrev Tayla,1925-01-01T00:00:00Z,2014-03-17T00:00:00Z
6097774,Hayati Tabanlıoğlu,1927-01-01T00:00:00Z,1994-01-01T00:00:00Z
7509408,Sidney Waugh,1904-01-17T00:00:00Z,1963-06-30T00:00:00Z
7509292,Sidney R. J. Smith,1858-01-01T00:00:00Z,1913-01-01T00:00:00Z
7509092,Sidney Greenslade,1867-01-01T00:00:00Z,1955-01-01T00:00:00Z
6764916,Mario Recordón,1922-01-01T00:00:00Z,1994-01-01T00:00:00Z
6764734,Mario Ciampi,1907-04-27T00:00:00Z,2006-07-06T00:00:00Z
6097166,Georg Scherman,1899-02-09T00:00:00Z,1978-01-15T00:00:00Z
5955955,Gustaf Lindgren,1863-11-04T00:00:00Z,1930-08-22T00:00:00Z
6218678,John Alfred Gotch,1852-09-28T00:00:00Z,1942-01-17T00:00:00Z
6281377,Joseph Bascourt,1863-09-15T00:00:00Z,1927-03-06T00:00:00Z
6281377,Joseph Bascourt,1863-09-15T00:00:00Z,1927-02-27T00:00:00Z
6281377,Joseph Bascourt,1863-09-15T00:00:00Z,1927-02-06T00:00:00Z
6167841,Willy Müller,1961-06-28T00:00:00Z,
6167180,Sten Samuelson,1926-04-30T00:00:00Z,2002-07-04T00:00:00Z
7000547,Giovanni Battista Quadri,1780-09-12T00:00:00Z,1851-09-26T00:00:00Z
7001267,Rocco di Tommaso da Vicenza,1495-01-01T00:00:00Z,1529-01-01T00:00:00Z
7001663,Giulio Gallion,1715-01-01T00:00:00Z,1795-01-01T00:00:00Z
5956659,Charles Lindholm,1870-08-21T00:00:00Z,1955-05-05T00:00:00Z
6752923,Manuel V. Domenech,1869-03-23T00:00:00Z,1942-03-15T00:00:00Z
6986710,Neel Reid,1885-10-23T00:00:00Z,1926-02-14T00:00:00Z
6982651,Aliza Toledo,1939-01-01T00:00:00Z,
7002686,Carlo Bassi,1923-09-15T00:00:00Z,2017-09-25T00:00:00Z
7003270,Clifford Holliday,1897-12-21T00:00:00Z,1960-09-26T00:00:00Z
6089512,Kasper Salin,1856-11-18T00:00:00Z,1919-06-23T00:00:00Z
6091527,Carl Sandahl,1840-11-12T00:00:00Z,1890-02-24T00:00:00Z
6084998,Ture Ryberg,1888-09-23T00:00:00Z,1961-08-17T00:00:00Z
6090968,Karl Samuelsson,1881-11-10T00:00:00Z,1944-05-10T00:00:00Z
6172447,Ture Sellman,1888-06-28T00:00:00Z,1968-07-16T00:00:00Z
6171601,Jean Tijou,1700-01-01T00:00:00Z,1800-01-01T00:00:00Z
7782320,"Theophilus Parsons Chandler, Jr.",1845-01-01T00:00:00Z,1928-08-16T00:00:00Z
7539441,Slavko Löwy,1904-08-07T00:00:00Z,1996-04-01T00:00:00Z
7548569,Snowden Ashford,1866-01-01T00:00:00Z,1927-01-01T00:00:00Z
7529252,"Sir Thomas Robinson, 1st Baronet",1703-01-01T00:00:00Z,1777-03-03T00:00:00Z
7529252,"Sir Thomas Robinson, 1st Baronet",1703-01-01T00:00:00Z,1777-01-01T00:00:00Z
7529546,"Sir William Crossley, 1st Baronet",1844-04-22T00:00:00Z,1911-10-12T00:00:00Z
6775943,Martin L. Hampton,1890-08-03T00:00:00Z,1950-01-01T00:00:00Z
6220011,John B. Leonard,1864-01-01T00:00:00Z,1945-01-01T00:00:00Z
6219657,John Aston Warder,1812-01-19T00:00:00Z,1883-07-14T00:00:00Z
6220080,John B. Parkin,1911-06-26T00:00:00Z,1975-08-17T00:00:00Z
6780624,Mary Rockwell Hook,1877-09-08T00:00:00Z,1978-09-08T00:00:00Z
7597355,Stamatis Voulgaris,1774-01-01T00:00:00Z,1842-01-01T00:00:00Z
7599212,Stanisław Potocki,1698-01-01T00:00:00Z,1760-01-01T00:00:00Z
7599227,Stanisław Sołtyk,1753-12-12T00:00:00Z,1831-06-04T00:00:00Z
6758065,Marcus Burrowes,1874-01-01T00:00:00Z,1953-01-01T00:00:00Z
6758156,Marcus F. Cummings,1836-03-11T00:00:00Z,1905-01-01T00:00:00Z
6758477,Marcus T. Reynolds,1869-08-20T00:00:00Z,1937-03-18T00:00:00Z
7563926,Sosthène Weis,1872-01-29T00:00:00Z,1941-07-28T00:00:00Z
7563156,Sophy Gray,1814-01-05T00:00:00Z,1871-04-27T00:00:00Z
6097132,Magnus Schjerfbeck,1860-07-24T00:00:00Z,1933-05-08T00:00:00Z
6097132,Magnus Schjerfbeck,1860-06-28T00:00:00Z,1933-05-08T00:00:00Z
6219358,John Ariss,1725-01-01T00:00:00Z,1799-01-01T00:00:00Z
6219517,Erik Ulrich,1862-01-05T00:00:00Z,1934-08-12T00:00:00Z
7616394,Stiff Leadbetter,1705-01-01T00:00:00Z,1766-08-18T00:00:00Z
7582296,Squire J. Vickers,1872-01-01T00:00:00Z,1947-01-01T00:00:00Z
7576232,Spencer de Grey,1944-06-07T00:00:00Z,
7787303,Thomas Baillairgé,1791-12-20T00:00:00Z,1859-02-09T00:00:00Z
7562886,Sophia Hayden Bennett,1868-10-17T00:00:00Z,1953-02-03T00:00:00Z
7558770,Solomon Willard,1783-06-26T00:00:00Z,1861-02-27T00:00:00Z
6774352,Martha Brookes Hutcheson,1871-10-02T00:00:00Z,1959-01-01T00:00:00Z
6775370,Martin E. Thompson,1786-01-01T00:00:00Z,1877-01-01T00:00:00Z
6099793,Ramón Lucini Callejo,1852-01-01T00:00:00Z,1939-01-01T00:00:00Z
6776675,"Martin Stern, Jr.",1917-04-09T00:00:00Z,2001-07-28T00:00:00Z
6170186,John Baptist Chatelain,1710-01-01T00:00:00Z,1758-05-01T00:00:00Z
6169041,Jean-Charles Danjoy,1806-05-31T00:00:00Z,1862-09-04T00:00:00Z
6170757,Jean Giral,1700-01-01T00:00:00Z,1787-01-01T00:00:00Z
6170159,Jean Baillairgé,1726-10-31T00:00:00Z,1805-09-06T00:00:00Z
7786998,Thomas Alexander Tefft,1826-08-02T00:00:00Z,1859-12-12T00:00:00Z
7787148,Thomas Arthur Lodge,1888-01-01T00:00:00Z,1967-01-01T00:00:00Z
7526269,"Sir Charles Nicholson, 2nd Baronet",1867-04-27T00:00:00Z,1949-03-04T00:00:00Z
7518077,Simo Paavilainen,1944-06-14T00:00:00Z,
7518918,"Simon Harcourt, 1st Earl Harcourt",1714-01-01T00:00:00Z,1777-09-16T00:00:00Z
6221392,John Belcher,1841-07-10T00:00:00Z,1913-11-08T00:00:00Z
7609043,Stephen Decatur Button,1813-06-15T00:00:00Z,1897-01-07T00:00:00Z
6168262,Kurt von Schmalensee,1896-09-05T00:00:00Z,1972-07-13T00:00:00Z
6168257,Artur von Schmalensee,1900-11-18T00:00:00Z,1972-01-16T00:00:00Z
6223959,John Burnet,1814-09-27T00:00:00Z,1901-01-15T00:00:00Z
6224198,John Byers,1875-03-22T00:00:00Z,1966-05-22T00:00:00Z
6223865,John Buonarotti Papworth,1775-01-24T00:00:00Z,1847-06-16T00:00:00Z
6765366,Marion Sims Wyeth,1889-01-01T00:00:00Z,1982-01-01T00:00:00Z
7788324,Thomas Chambers Hine,1814-01-01T00:00:00Z,1899-01-01T00:00:00Z
6220128,John B. Snook,1815-01-01T00:00:00Z,1901-01-01T00:00:00Z
6102144,Seyfi Arkan,1903-01-01T00:00:00Z,1966-07-15T00:00:00Z
6102144,Seyfi Arkan,1903-01-01T00:00:00Z,1966-06-15T00:00:00Z
7609046,Stephen Decatur Hatch,1839-01-01T00:00:00Z,1894-01-01T00:00:00Z
7599661,Stanley Heaps,1880-01-01T00:00:00Z,1962-01-01T00:00:00Z
7787778,Thomas Bower,1838-01-01T00:00:00Z,1919-01-01T00:00:00Z
7788792,Thomas D. McLaughlin,1882-08-04T00:00:00Z,
7788748,Thomas Cundy III,1821-10-17T00:00:00Z,1895-11-04T00:00:00Z
7032831,Shmuel Bickels,1909-12-19T00:00:00Z,1975-03-21T00:00:00Z
7032660,Nigel Stevenson,1958-11-02T00:00:00Z,
7033887,Leopold Krakauer,1890-03-30T00:00:00Z,1954-12-19T00:00:00Z
6234722,John Galen Howard,1864-05-08T00:00:00Z,1931-07-18T00:00:00Z
7787338,Thomas Baldwin,1750-01-01T00:00:00Z,1820-01-01T00:00:00Z
7787575,Thomas Bennett,1887-01-01T00:00:00Z,1980-01-29T00:00:00Z
6231163,John Edgar Gregan,1813-01-01T00:00:00Z,1855-01-01T00:00:00Z
6232497,John F. O'Malley,1885-01-01T00:00:00Z,1950-01-01T00:00:00Z
6232085,John Ewart,1788-01-31T00:00:00Z,1856-09-18T00:00:00Z
6231789,John Engh,1915-06-05T00:00:00Z,1996-12-05T00:00:00Z
6779589,Mary Fraser Tytler,1849-11-25T00:00:00Z,1938-09-06T00:00:00Z
6790466,Matthew Ellison Hadfield,1812-09-08T00:00:00Z,1885-03-09T00:00:00Z
6234094,John Frederick Adolphus McNair,1828-10-23T00:00:00Z,1910-05-17T00:00:00Z
6234074,John Frazee,1790-07-18T00:00:00Z,1852-02-24T00:00:00Z
5484277,Pekka Helin,1947-05-01T00:00:00Z,
6100577,Iwan Iwanoff,1919-07-02T00:00:00Z,1986-10-07T00:00:00Z
6100992,Raúl A. Sichero Bouret,1916-05-02T00:00:00Z,2014-11-19T00:00:00Z
6999561,Armando Bernabiti,1900-03-04T00:00:00Z,1970-03-04T00:00:00Z
6999567,Rodolfo Petracco,1889-01-01T00:00:00Z,1961-01-01T00:00:00Z
6999376,Jiří Siegel,1927-03-05T00:00:00Z,2012-06-16T00:00:00Z
7788746,Thomas Cundy,1790-01-01T00:00:00Z,1867-07-15T00:00:00Z
7788598,Thomas Cooley,1740-01-01T00:00:00Z,1784-01-01T00:00:00Z
7788300,Thomas Cecil Howitt,1889-06-06T00:00:00Z,1968-09-03T00:00:00Z
5484100,Francisco de Assis Couto dos Reis,1926-10-24T00:00:00Z,2011-04-20T00:00:00Z
6224265,John C. Austin,1870-02-13T00:00:00Z,1963-09-03T00:00:00Z
6139771,James Miller,1860-01-01T00:00:00Z,1947-11-28T00:00:00Z
6232518,John F. Rague,1799-03-24T00:00:00Z,1877-01-01T00:00:00Z
7789839,Thomas Fuller,1823-03-08T00:00:00Z,1898-09-28T00:00:00Z
6233725,"John Foster, Sr.",1758-01-01T00:00:00Z,1827-01-01T00:00:00Z
6234034,John Fraser,1825-10-18T00:00:00Z,1906-12-26T00:00:00Z
6233770,John Foulston,1772-01-01T00:00:00Z,1841-12-30T00:00:00Z
6796079,Maxwell Ayrton,1874-01-01T00:00:00Z,1960-02-18T00:00:00Z
6796080,Maxwell Bates,1906-12-14T00:00:00Z,1980-09-14T00:00:00Z
6795812,Maximo de Meana y Guridi,1840-01-01T00:00:00Z,
6795704,Maximilian Emil Hehl,1861-09-17T00:00:00Z,1916-08-27T00:00:00Z
6795706,Maximilian Godefroy,1765-01-01T00:00:00Z,1840-01-01T00:00:00Z
5710454,Whitwell Elwin,1816-02-26T00:00:00Z,1900-01-01T00:00:00Z
5711068,Samuel Enander,1607-09-20T00:00:00Z,1670-12-17T00:00:00Z
6796082,Maxwell Bury,1825-07-28T00:00:00Z,1912-09-09T00:00:00Z
6793067,Maurice Fatio,1897-01-01T00:00:00Z,1943-01-01T00:00:00Z
6793101,Maurice Fitzmaurice,1861-05-11T00:00:00Z,1924-11-17T00:00:00Z
7788994,Thomas Dixon,1819-01-01T00:00:00Z,1886-07-25T00:00:00Z
7789267,Thomas Edward Collcutt,1840-03-16T00:00:00Z,1924-10-07T00:00:00Z
6138401,James M. Creighton,1856-09-04T00:00:00Z,1946-11-25T00:00:00Z
6790615,Matthew Habershon,1789-01-01T00:00:00Z,1852-01-01T00:00:00Z
6791027,Matthew O'Brien,1968-01-01T00:00:00Z,
6792849,Maurice Baldwin,1836-06-21T00:00:00Z,1904-10-19T00:00:00Z
6236794,John H. Duncan,1855-01-01T00:00:00Z,1929-10-18T00:00:00Z
7789928,Thomas Garner,1839-01-01T00:00:00Z,1906-04-30T00:00:00Z
5716572,Henrik Thrap-Meyer,1833-07-31T00:00:00Z,1910-12-29T00:00:00Z
5484298,Samuel Berner,1750-01-01T00:00:00Z,1759-08-10T00:00:00Z
5711333,Louis Enders,1855-01-01T00:00:00Z,1924-01-01T00:00:00Z
5711074,Samuel Enander,1788-09-10T00:00:00Z,1843-08-24T00:00:00Z
5485276,Frank Bender,1941-06-16T00:00:00Z,2011-07-28T00:00:00Z
5485151,Frank Baines,1877-01-01T00:00:00Z,1933-01-01T00:00:00Z
5485130,Frank B. Simpson,1883-01-01T00:00:00Z,1966-01-01T00:00:00Z
5484804,Miguel Ángel Navarro,1883-11-04T00:00:00Z,1956-01-26T00:00:00Z
5484665,Francois P. Giraud,1818-06-01T00:00:00Z,1877-05-08T00:00:00Z
5484797,Franjo Klein,1828-10-17T00:00:00Z,1889-08-26T00:00:00Z
6140073,James Mortimer,1833-04-22T00:00:00Z,1911-02-24T00:00:00Z
6140102,James Mountford Allen,1809-08-14T00:00:00Z,1883-01-01T00:00:00Z
6140008,James Morgan,1776-01-01T00:00:00Z,1856-01-01T00:00:00Z
6140178,James Murphy,1834-01-01T00:00:00Z,1907-01-01T00:00:00Z
6790415,Matthew Digby Wyatt,1820-07-28T00:00:00Z,1877-05-21T00:00:00Z
6141278,James Pigott Pritchett,1789-01-01T00:00:00Z,1868-01-01T00:00:00Z
7790135,Thomas Graham Jackson,1835-12-21T00:00:00Z,1924-11-17T00:00:00Z
