pid,name,date_of_birth,date_of_death
68746,Benno von Arent,1898-06-19T00:00:00Z,1956-10-14T00:00:00Z
68746,Benno von Arent,1898-01-01T00:00:00Z,1956-10-14T00:00:00Z
68768,Carl von Gontard,1731-01-13T00:00:00Z,1791-09-23T00:00:00Z
68932,Jörg Schlaich,1934-10-17T00:00:00Z,2021-09-04T00:00:00Z
75184,Martin Elsaesser,1884-05-28T00:00:00Z,1957-08-05T00:00:00Z
68529,Samuel de Champlain,1567-08-23T00:00:00Z,1635-12-25T00:00:00Z
68243,Erwin von Steinbach,1244-01-01T00:00:00Z,1318-01-17T00:00:00Z
68820,Fritz August Breuhaus,1883-02-09T00:00:00Z,1960-12-02T00:00:00Z
75191,Hermann Jansen,1869-05-28T00:00:00Z,1945-02-20T00:00:00Z
75204,Friedrich Max Thiersch,1852-04-18T00:00:00Z,1921-12-23T00:00:00Z
75204,Friedrich Max Thiersch,1852-04-18T00:00:00Z,1921-12-22T00:00:00Z
75226,Jürgen Kröger,1856-11-16T00:00:00Z,1928-02-27T00:00:00Z
69059,Josef Durm,1837-02-14T00:00:00Z,1919-04-03T00:00:00Z
69102,Friedrich Hitzig,1811-04-08T00:00:00Z,1881-10-11T00:00:00Z
69207,Ernst Friedrich Zwirner,1802-02-28T00:00:00Z,1861-09-22T00:00:00Z
69257,Paul Schultze-Naumburg,1869-06-10T00:00:00Z,1949-05-19T00:00:00Z
75298,Alexander Baerwald,1877-03-03T00:00:00Z,1930-10-27T00:00:00Z
75298,Alexander Baerwald,1877-03-03T00:00:00Z,1930-10-25T00:00:00Z
69384,Martin Gropius,1824-08-11T00:00:00Z,1880-12-13T00:00:00Z
75465,Harald Julius von Bosse,1812-09-29T00:00:00Z,1894-03-10T00:00:00Z
75467,Charles I. D. Looff,1852-05-24T00:00:00Z,1918-07-01T00:00:00Z
75843,Dominikus Böhm,1880-10-23T00:00:00Z,1955-08-06T00:00:00Z
69473,Wilhelm Kreis,1873-03-17T00:00:00Z,1955-08-13T00:00:00Z
76116,Johann Helfrich von Müller,1746-01-16T00:00:00Z,1830-06-12T00:00:00Z
76076,Clemens Klotz,1886-05-31T00:00:00Z,1969-08-18T00:00:00Z
76247,Franz Christian Gau,1790-06-15T00:00:00Z,1853-12-31T00:00:00Z
75964,Carl Schäfer,1844-01-18T00:00:00Z,1908-05-05T00:00:00Z
76278,Harald Deilmann,1920-08-30T00:00:00Z,2008-01-01T00:00:00Z
71874,Liang Sicheng,1901-04-20T00:00:00Z,1972-01-09T00:00:00Z
71886,Ludwig Hoffmann,1852-07-30T00:00:00Z,1932-11-11T00:00:00Z
104993,Robert Vorhoelzer,1884-06-13T00:00:00Z,1954-10-28T00:00:00Z
105214,Helmut Hentrich,1905-06-17T00:00:00Z,2001-02-07T00:00:00Z
69715,Julius Carl Raschdorff,1823-07-02T00:00:00Z,1914-08-13T00:00:00Z
79166,Gustav Peichl,1928-03-18T00:00:00Z,2019-11-17T00:00:00Z
70102,Bruno Schmitz,1858-11-21T00:00:00Z,1916-04-27T00:00:00Z
70337,Ludwig Bohnstedt,1822-10-27T00:00:00Z,1885-01-03T00:00:00Z
70410,August Soller,1805-03-14T00:00:00Z,1853-01-01T00:00:00Z
70410,August Soller,1805-01-01T00:00:00Z,1853-01-01T00:00:00Z
62130,Friedrich Weinbrenner,1766-01-01T00:00:00Z,1826-03-01T00:00:00Z
62260,Hermann Muthesius,1861-04-20T00:00:00Z,1927-10-29T00:00:00Z
62260,Hermann Muthesius,1861-04-20T00:00:00Z,1927-10-26T00:00:00Z
82840,Alvar Aalto,1898-02-03T00:00:00Z,1976-05-11T00:00:00Z
50794,Johann Leopold Ludwig von Brese-Winiary,1787-09-04T00:00:00Z,1878-05-05T00:00:00Z
50801,Hans Alexis von Biehler,1818-06-16T00:00:00Z,1886-12-30T00:00:00Z
51129,Vasili Bazhenov,1737-03-12T00:00:00Z,1799-08-13T00:00:00Z
50804,Karl von Grolman,1777-07-30T00:00:00Z,1843-09-15T00:00:00Z
50804,Karl von Grolman,1777-07-30T00:00:00Z,1843-06-01T00:00:00Z
50821,Ernst Ludwig von Aster,1778-10-05T00:00:00Z,1855-02-10T00:00:00Z
51131,Nikolay Alexandrovich Lvov,1753-05-15T00:00:00Z,1804-01-03T00:00:00Z
51137,Carlo Scarpa,1906-06-02T00:00:00Z,1978-11-28T00:00:00Z
51137,Carlo Scarpa,1906-06-02T00:00:00Z,1978-11-29T00:00:00Z
51136,Aleksey Baykov,1790-10-14T00:00:00Z,1854-08-06T00:00:00Z
77138,Georg von Dollmann,1830-10-21T00:00:00Z,1895-03-31T00:00:00Z
51199,Andrey Voronikhin,1759-10-28T00:00:00Z,1814-03-05T00:00:00Z
51145,Andrei Belogrud,1875-01-01T00:00:00Z,1933-07-19T00:00:00Z
51138,Aleksandr Baryshnikov,1877-01-01T00:00:00Z,1924-01-01T00:00:00Z
51221,Ivan Starov,1745-02-23T00:00:00Z,1808-04-17T00:00:00Z
51233,Johann Waldemar Strom,1823-02-11T00:00:00Z,1888-01-11T00:00:00Z
51220,Peter Kupinski,1838-01-01T00:00:00Z,1923-01-01T00:00:00Z
51217,Roman Kuzmin,1811-10-12T00:00:00Z,1867-11-24T00:00:00Z
51205,Andreyan Zakharov,1761-08-19T00:00:00Z,1811-09-08T00:00:00Z
77237,John Augustus Roebling,1806-06-12T00:00:00Z,1869-07-22T00:00:00Z
51988,Richard Lucae,1829-04-12T00:00:00Z,1877-11-26T00:00:00Z
51530,Jerzy Skolimowski,1938-05-05T00:00:00Z,
77259,Otto of Bamberg,1061-01-01T00:00:00Z,1139-07-07T00:00:00Z
77259,Otto of Bamberg,1060-01-01T00:00:00Z,1139-07-07T00:00:00Z
77311,Helmut Jahn,1940-01-04T00:00:00Z,2021-05-08T00:00:00Z
55266,"Jean-Baptiste Le Moyne, Sieur de Bienville",1680-02-23T00:00:00Z,1767-03-07T00:00:00Z
57481,Hans Scharoun,1893-09-20T00:00:00Z,1972-11-25T00:00:00Z
169548,Gaetano Cima,1805-08-16T00:00:00Z,1878-02-04T00:00:00Z
170068,Akseli Gallen-Kallela,1865-05-26T00:00:00Z,1931-03-07T00:00:00Z
170068,Akseli Gallen-Kallela,1865-04-26T00:00:00Z,1931-03-07T00:00:00Z
53457,Casimir III the Great,1310-04-30T00:00:00Z,1370-11-05T00:00:00Z
54147,Adolf Kowallek,1852-12-27T00:00:00Z,1902-01-01T00:00:00Z
54090,Ernst Vetterlein,1873-04-12T00:00:00Z,1950-01-22T00:00:00Z
169186,Henri-Jacques Espérandieu,1829-02-22T00:00:00Z,1874-11-11T00:00:00Z
168587,Sol LeWitt,1928-09-09T00:00:00Z,2007-04-08T00:00:00Z
168707,Pliny the Younger,0061-01-01T00:00:00Z,0113-01-01T00:00:00Z
72120,Heinrich Strack,1805-07-06T00:00:00Z,1880-07-13T00:00:00Z
72120,Heinrich Strack,1805-07-06T00:00:00Z,1880-06-13T00:00:00Z
5681,Andrea Mantegna,1431-01-01T00:00:00Z,1506-09-23T00:00:00Z
5681,Andrea Mantegna,1431-01-01T00:00:00Z,1506-09-13T00:00:00Z
72477,Ferdinand von Miller,1813-10-18T00:00:00Z,1887-02-11T00:00:00Z
72422,Christoph Haberland,1750-01-01T00:00:00Z,1803-03-07T00:00:00Z
72322,Johannes Otzen,1839-10-08T00:00:00Z,1911-06-08T00:00:00Z
77329,Hermann Bollé,1845-10-18T00:00:00Z,1926-04-17T00:00:00Z
7793,Donato Bramante,1444-01-01T00:00:00Z,1514-04-21T00:00:00Z
72148,Adolf Rading,1888-03-02T00:00:00Z,1957-04-20T00:00:00Z
72574,Franz Schwechten,1841-08-12T00:00:00Z,1924-08-11T00:00:00Z
77353,Fritz Schumacher,1869-11-04T00:00:00Z,1947-11-05T00:00:00Z
151794,Kenzō Tange,1913-09-04T00:00:00Z,2005-03-22T00:00:00Z
77357,Paul Wallot,1841-06-26T00:00:00Z,1912-08-10T00:00:00Z
72604,Richard Kauffmann,1887-06-20T00:00:00Z,1958-02-03T00:00:00Z
72681,Elias David Häusser,1687-06-25T00:00:00Z,1745-03-16T00:00:00Z
77380,Johann Friedrich Höger,1877-06-12T00:00:00Z,1949-06-21T00:00:00Z
72959,Johann Michael Fischer,1692-02-18T00:00:00Z,1766-05-06T00:00:00Z
77382,Martin Haller,1835-12-01T00:00:00Z,1925-10-24T00:00:00Z
73115,Ernst Sagebiel,1892-10-02T00:00:00Z,1970-03-05T00:00:00Z
73131,Alfred Messel,1853-07-22T00:00:00Z,1909-03-24T00:00:00Z
7814,Giotto,1267-01-01T00:00:00Z,1337-01-16T00:00:00Z
7814,Giotto,1266-01-01T00:00:00Z,1337-01-16T00:00:00Z
7799,Bramantino,1465-01-01T00:00:00Z,1536-01-01T00:00:00Z
7814,Giotto,1276-01-01T00:00:00Z,1337-01-16T00:00:00Z
77383,Dominikus Zimmermann,1685-06-30T00:00:00Z,1766-11-16T00:00:00Z
77422,Heinrich Hübsch,1795-02-09T00:00:00Z,1863-04-03T00:00:00Z
73673,Wilhelm Böckmann,1832-01-29T00:00:00Z,1902-10-22T00:00:00Z
73345,Hugo Licht,1841-01-01T00:00:00Z,1923-02-28T00:00:00Z
73345,Hugo Licht,1841-01-01T00:00:00Z,1923-01-01T00:00:00Z
73334,Abraham van den Blocke,1572-01-01T00:00:00Z,1628-01-31T00:00:00Z
7999,Lluís Llach,1948-05-07T00:00:00Z,
77425,Johann Sigmund Deybel von Hammerau,1686-01-01T00:00:00Z,1752-01-01T00:00:00Z
77425,Johann Sigmund Deybel von Hammerau,1687-01-01T00:00:00Z,1752-01-01T00:00:00Z
151836,Friedensreich Hundertwasser,1928-12-15T00:00:00Z,2000-02-19T00:00:00Z
57588,Marcel Breuer,1902-05-21T00:00:00Z,1981-07-01T00:00:00Z
87071,Leopold Bauer,1872-09-01T00:00:00Z,1938-10-07T00:00:00Z
87087,Dietmar Feichtinger,1961-11-18T00:00:00Z,
152233,El Lissitzky,1890-11-22T00:00:00Z,1941-12-30T00:00:00Z
77430,Johann Christoph Glaubitz,1710-03-07T00:00:00Z,1767-03-30T00:00:00Z
152346,Pasquale Paoli,1725-04-24T00:00:00Z,1807-02-05T00:00:00Z
152346,Pasquale Paoli,1725-04-06T00:00:00Z,1807-02-05T00:00:00Z
152346,Pasquale Paoli,1725-04-24T00:00:00Z,1805-05-02T00:00:00Z
152346,Pasquale Paoli,1725-04-06T00:00:00Z,1805-05-02T00:00:00Z
87174,Simon Louis du Ry,1726-01-01T00:00:00Z,1799-01-01T00:00:00Z
152245,"Albert, Prince Consort",1819-08-26T00:00:00Z,1861-12-14T00:00:00Z
153163,Ferdinand Dutert,1845-10-21T00:00:00Z,1906-02-12T00:00:00Z
87321,Karl Mayreder,1856-06-13T00:00:00Z,1935-09-09T00:00:00Z
87406,Julius H. Kroehl,1820-01-01T00:00:00Z,1867-09-09T00:00:00Z
87355,Oskar Strnad,1879-10-26T00:00:00Z,1935-09-03T00:00:00Z
77431,Friedrich von Schmidt,1825-10-23T00:00:00Z,1891-01-23T00:00:00Z
77431,Friedrich von Schmidt,1825-10-22T00:00:00Z,1891-01-23T00:00:00Z
152880,Iannis Xenakis,1922-05-29T00:00:00Z,2001-02-04T00:00:00Z
152817,Gérard Desargues,1591-03-02T00:00:00Z,1661-10-09T00:00:00Z
87757,Karl Weinbrenner,1856-10-15T00:00:00Z,1942-01-01T00:00:00Z
87733,August Weber,1836-12-29T00:00:00Z,1903-08-28T00:00:00Z
87733,August Weber,1836-12-29T00:00:00Z,1903-08-16T00:00:00Z
87563,Josef Krawina,1928-10-20T00:00:00Z,2018-12-02T00:00:00Z
88018,Viktor Rumpelmayer,1830-11-07T00:00:00Z,1885-06-14T00:00:00Z
88018,Viktor Rumpelmayer,1830-01-01T00:00:00Z,1885-06-14T00:00:00Z
88035,Georgi Fingov,1874-05-13T00:00:00Z,1944-01-10T00:00:00Z
154083,Henry Van de Velde,1863-04-03T00:00:00Z,1957-10-25T00:00:00Z
88163,Ernst Plischke,1903-06-26T00:00:00Z,1992-05-23T00:00:00Z
88057,Hans Luckhardt,1890-01-01T00:00:00Z,1954-01-01T00:00:00Z
88522,Fritz Beblo,1872-11-10T00:00:00Z,1947-04-11T00:00:00Z
88651,Maximilian von Welsch,1671-01-01T00:00:00Z,1745-01-01T00:00:00Z
77559,Johann Dientzenhofer,1663-05-25T00:00:00Z,1726-07-20T00:00:00Z
88198,Hermann Friedrich Waesemann,1813-06-06T00:00:00Z,1879-01-28T00:00:00Z
88357,Franz Wilhelm Schiertz,1813-08-04T00:00:00Z,1887-10-06T00:00:00Z
88690,Alfons Walde,1891-02-08T00:00:00Z,1958-12-11T00:00:00Z
88656,Carl Holzmann,1849-02-22T00:00:00Z,1914-09-14T00:00:00Z
83158,Jean Cocteau,1889-07-05T00:00:00Z,1963-10-11T00:00:00Z
77561,Christoph Dientzenhofer,1655-07-07T00:00:00Z,1722-06-20T00:00:00Z
88916,Peter Pelikan,1941-10-29T00:00:00Z,
88783,Carl Gangolf Kayser,1837-02-12T00:00:00Z,1895-09-02T00:00:00Z
88791,Joachim Daniel von Jauch,1688-03-22T00:00:00Z,1754-05-03T00:00:00Z
89027,Georg Anton Gumpp,1682-01-01T00:00:00Z,1754-01-01T00:00:00Z
77553,Martin Wagner,1885-11-05T00:00:00Z,1957-05-28T00:00:00Z
84250,Josef Hoffmann,1870-12-15T00:00:00Z,1956-05-07T00:00:00Z
77702,Georg Adolph Demmler,1804-12-22T00:00:00Z,1886-01-02T00:00:00Z
77702,Georg Adolph Demmler,1802-12-22T00:00:00Z,1886-01-02T00:00:00Z
77806,Gottlieb Redecker,1871-04-30T00:00:00Z,1945-01-21T00:00:00Z
77707,Johann Parler,1360-01-01T00:00:00Z,1405-01-01T00:00:00Z
78032,Efraim Szreger,1727-02-18T00:00:00Z,1783-01-01T00:00:00Z
78179,Hermann Eggert,1844-01-03T00:00:00Z,1920-03-12T00:00:00Z
89360,Dieter Oesterlen,1911-01-01T00:00:00Z,1994-01-01T00:00:00Z
89204,Heinrich Müller-Breslau,1851-05-13T00:00:00Z,1925-04-24T00:00:00Z
89204,Heinrich Müller-Breslau,1851-05-13T00:00:00Z,1925-04-23T00:00:00Z
89165,Otto Intze,1843-05-17T00:00:00Z,1904-11-28T00:00:00Z
89054,Milutin Milanković,1879-05-28T00:00:00Z,1958-12-12T00:00:00Z
78434,Christian Rudolph Wilhelm Wiedemann,1770-01-01T00:00:00Z,1840-01-01T00:00:00Z
154538,Daniel Libeskind,1946-05-12T00:00:00Z,
89437,Johann Wilhelm Krause,1757-07-01T00:00:00Z,1828-08-22T00:00:00Z
78229,Alexis de Chateauneuf,1799-02-18T00:00:00Z,1853-12-31T00:00:00Z
78292,Gottlieb Schumacher,1857-11-21T00:00:00Z,1925-11-26T00:00:00Z
95716,Gotthilf Ludwig Möckel,1838-07-22T00:00:00Z,1915-10-26T00:00:00Z
57759,Hermann Tilke,1954-12-31T00:00:00Z,
95782,Rudolf Fränkel,1901-06-14T00:00:00Z,1974-01-01T00:00:00Z
84287,Otto Wagner,1841-07-13T00:00:00Z,1918-04-11T00:00:00Z
58685,Friedrich Wilhelm Argelander,1799-03-22T00:00:00Z,1875-02-17T00:00:00Z
59440,Valdemar Koch,1852-10-20T00:00:00Z,1902-02-24T00:00:00Z
95816,Emil Fahrenkamp,1885-11-08T00:00:00Z,1966-05-24T00:00:00Z
58857,Carl Friedrich Zelter,1758-12-11T00:00:00Z,1832-05-15T00:00:00Z
59087,Hemiun,-2500-01-01T00:00:00Z,-2501-01-01T00:00:00Z
95910,Bruno Grimmek,1902-01-16T00:00:00Z,1969-01-01T00:00:00Z
60045,Albert Speer,1905-03-19T00:00:00Z,1981-09-01T00:00:00Z
89599,Fritz von Herzmanovsky-Orlando,1877-04-30T00:00:00Z,1954-05-27T00:00:00Z
89592,Wendel Roskopf,1480-01-01T00:00:00Z,1549-01-01T00:00:00Z
89682,Jakob Gartner,1861-06-22T00:00:00Z,1921-04-15T00:00:00Z
89642,Giovanni Giuliani,1663-01-01T00:00:00Z,1744-09-05T00:00:00Z
89678,Heinrich Fanta,1877-08-26T00:00:00Z,1941-02-09T00:00:00Z
89642,Giovanni Giuliani,1664-01-01T00:00:00Z,1744-09-05T00:00:00Z
95970,Conrad Wilhelm Hase,1818-10-02T00:00:00Z,1902-03-28T00:00:00Z
105293,Sigrid Kressmann-Zschach,1929-07-27T00:00:00Z,1990-10-28T00:00:00Z
89724,Ernst von Gotthilf-Miskolczy,1865-10-01T00:00:00Z,1950-09-17T00:00:00Z
95976,Josef Paul Kleihues,1933-06-11T00:00:00Z,2004-08-13T00:00:00Z
105427,Thomas Georg Driendl,1849-04-02T00:00:00Z,1916-02-01T00:00:00Z
105467,Arnold Güldenpfennig,1830-12-13T00:00:00Z,1908-09-23T00:00:00Z
170373,Christopher Wren,1632-10-20T00:00:00Z,1723-03-08T00:00:00Z
96037,Paul Schneider-Esleben,1915-08-23T00:00:00Z,2005-05-19T00:00:00Z
96052,Josef Franke,1876-01-01T00:00:00Z,1944-01-01T00:00:00Z
96020,Johann Carl Friedrich Dauthe,1746-09-26T00:00:00Z,1816-07-13T00:00:00Z
106108,Bruno Möhring,1863-12-11T00:00:00Z,1929-03-26T00:00:00Z
106108,Bruno Möhring,1863-12-11T00:00:00Z,1929-03-25T00:00:00Z
60163,Leo von Klenze,1784-02-29T00:00:00Z,1864-01-27T00:00:00Z
60163,Leo von Klenze,1784-02-29T00:00:00Z,1864-01-26T00:00:00Z
96500,François de Cuvilliés the Younger,1731-10-24T00:00:00Z,1777-01-10T00:00:00Z
96271,Hadi Teherani,1954-01-01T00:00:00Z,
106130,Adolf Wolff,1832-08-10T00:00:00Z,1885-03-29T00:00:00Z
106244,Heinrich August Meissner,1862-01-03T00:00:00Z,1940-01-14T00:00:00Z
105506,Ludwig Leo,1924-09-02T00:00:00Z,2012-11-01T00:00:00Z
105874,Wilhelm Neveling,1908-03-15T00:00:00Z,1978-03-20T00:00:00Z
105917,Johann Gottfried Büring,1723-01-01T00:00:00Z,1788-01-01T00:00:00Z
105625,Emilie Winkelmann,1875-05-08T00:00:00Z,1951-08-04T00:00:00Z
96523,Conrad Schick,1822-01-27T00:00:00Z,1901-12-23T00:00:00Z
106276,Georg Moller,1784-01-21T00:00:00Z,1852-03-13T00:00:00Z
96151,Wilhelm Schmitz,1864-01-01T00:00:00Z,1944-01-01T00:00:00Z
96239,Otto March,1845-10-07T00:00:00Z,1913-04-01T00:00:00Z
96606,Paul Huldschinsky,1889-08-18T00:00:00Z,1947-02-01T00:00:00Z
96545,Hans-Busso von Busse,1930-05-07T00:00:00Z,2009-11-07T00:00:00Z
96639,Carl Johann Christian Zimmermann,1831-11-08T00:00:00Z,1911-01-01T00:00:00Z
106419,Jakob Couven,1735-10-13T00:00:00Z,1812-10-09T00:00:00Z
106358,Leonhard Dientzenhofer,1660-02-20T00:00:00Z,1707-11-26T00:00:00Z
106569,Egon Jux,1927-07-17T00:00:00Z,2008-08-19T00:00:00Z
106679,Eduard Riedel,1813-02-01T00:00:00Z,1885-08-24T00:00:00Z
106615,Hermann Kallenbach,1871-03-01T00:00:00Z,1945-03-25T00:00:00Z
106449,Carl Hocheder,1854-03-07T00:00:00Z,1917-01-21T00:00:00Z
112007,Lucy Hillebrand,1906-03-06T00:00:00Z,1997-09-14T00:00:00Z
112111,Gustav Allinger,1891-11-03T00:00:00Z,1974-08-09T00:00:00Z
96667,Wilhelm Ludwig von Eschwege,1777-11-10T00:00:00Z,1855-02-01T00:00:00Z
96786,Constantin Lipsius,1832-10-20T00:00:00Z,1894-04-11T00:00:00Z
107118,Franz Anton Grimm,1712-10-02T00:00:00Z,1784-01-17T00:00:00Z
107118,Franz Anton Grimm,1710-10-02T00:00:00Z,1784-01-17T00:00:00Z
60739,François de Cuvilliés,1695-10-23T00:00:00Z,1768-04-14T00:00:00Z
106696,Carl Frederick Pöppelmann,1697-01-01T00:00:00Z,1750-02-14T00:00:00Z
107036,Christoph Wamser,1575-01-01T00:00:00Z,1649-01-01T00:00:00Z
112231,Alexis Langer,1825-02-02T00:00:00Z,1904-09-21T00:00:00Z
60694,Günter Behnisch,1922-06-12T00:00:00Z,2010-07-12T00:00:00Z
107210,Cai Dose,1700-01-01T00:00:00Z,1768-07-27T00:00:00Z
107206,Cäsar Pinnau,1906-08-09T00:00:00Z,1988-11-29T00:00:00Z
107292,Frank Meisler,1929-01-01T00:00:00Z,2018-03-24T00:00:00Z
111335,Emil Hermann Hartwich,1802-01-01T00:00:00Z,1879-03-17T00:00:00Z
111377,Christian Friedrich Arnold,1823-02-12T00:00:00Z,1890-06-13T00:00:00Z
111513,Horst Linde,1912-04-06T00:00:00Z,2016-09-10T00:00:00Z
111198,Friedrich August Krubsacius,1718-03-21T00:00:00Z,1789-11-28T00:00:00Z
111198,Friedrich August Krubsacius,1718-03-21T00:00:00Z,1789-01-01T00:00:00Z
111198,Friedrich August Krubsacius,1718-01-01T00:00:00Z,1789-11-28T00:00:00Z
111198,Friedrich August Krubsacius,1718-01-01T00:00:00Z,1789-01-01T00:00:00Z
112397,Carl Seidl,1858-03-13T00:00:00Z,1936-06-10T00:00:00Z
84305,Johann Bernhard Fischer von Erlach,1656-07-20T00:00:00Z,1723-04-05T00:00:00Z
112818,Isidore Canevale,1730-01-01T00:00:00Z,1786-11-02T00:00:00Z
112405,Joseph Hueber,1715-01-01T00:00:00Z,1787-09-26T00:00:00Z
107596,Dörte Gatermann,1956-03-25T00:00:00Z,
107536,Otto Ernst Schweizer,1890-04-27T00:00:00Z,1965-11-14T00:00:00Z
60801,Louis Jouvet,1887-12-24T00:00:00Z,1951-08-16T00:00:00Z
174330,Filippo Brunelleschi,1377-01-01T00:00:00Z,1446-04-24T00:00:00Z
174330,Filippo Brunelleschi,1377-01-01T00:00:00Z,1446-04-15T00:00:00Z
107377,Hans Heinrich Müller,1879-04-20T00:00:00Z,1951-12-07T00:00:00Z
107324,Albrecht Rosengarten,1810-01-05T00:00:00Z,1893-08-15T00:00:00Z
113014,Ferdinand Fellner,1847-04-19T00:00:00Z,1916-03-22T00:00:00Z
61071,Walter Gropius,1883-05-18T00:00:00Z,1969-07-05T00:00:00Z
112992,Günther Domenig,1934-07-06T00:00:00Z,2002-06-15T00:00:00Z
112992,Günther Domenig,1934-07-06T00:00:00Z,2012-06-15T00:00:00Z
107736,Clemens Wenzeslaus Coudray,1775-11-23T00:00:00Z,1845-10-04T00:00:00Z
100283,Joseph von Egle,1818-01-01T00:00:00Z,1899-01-01T00:00:00Z
100283,Joseph von Egle,1818-11-23T00:00:00Z,1899-01-01T00:00:00Z
316413,Ricardo Bofill,1939-12-05T00:00:00Z,
113049,Ludwig Friedrich Gaab,1800-04-01T00:00:00Z,1869-08-23T00:00:00Z
113203,Franz Anton Hillebrandt,1719-04-02T00:00:00Z,1797-01-25T00:00:00Z
113219,Sergei Enwerowitsch Tchoban,1962-10-09T00:00:00Z,
170373,Christopher Wren,1631-01-01T00:00:00Z,1723-03-08T00:00:00Z
174402,Louise Blanchard Bethune,1856-07-21T00:00:00Z,1913-12-18T00:00:00Z
175001,Gerhard Cornelius von Walrawe,1692-01-01T00:00:00Z,1773-01-16T00:00:00Z
175566,Giacomo della Porta,1532-01-01T00:00:00Z,1602-09-03T00:00:00Z
113229,Siegfried Theiss,1882-11-17T00:00:00Z,1963-01-24T00:00:00Z
113257,Wilhelm Holzbauer,1930-09-03T00:00:00Z,2019-06-15T00:00:00Z
61188,Nicodemus Tessin the Elder,1615-12-07T00:00:00Z,1681-05-24T00:00:00Z
113775,Frederick John Kiesler,1890-09-22T00:00:00Z,1965-12-27T00:00:00Z
113770,Yadegar Asisi,1955-04-08T00:00:00Z,
316422,Hector Guimard,1867-03-10T00:00:00Z,1942-05-20T00:00:00Z
114112,Callicrates,-0469-01-01T00:00:00Z,-0419-01-01T00:00:00Z
115713,Henri Van Dievoet,1869-01-19T00:00:00Z,1931-04-24T00:00:00Z
176742,Alessandro Galilei,1691-08-25T00:00:00Z,1737-12-21T00:00:00Z
114444,Wolf D. Prix,1942-12-12T00:00:00Z,
115575,Pierre Jeanneret,1896-03-22T00:00:00Z,1967-12-04T00:00:00Z
114599,Josef Hackhofer,1863-03-18T00:00:00Z,1917-09-08T00:00:00Z
176938,Paolo Portoghesi,1931-11-02T00:00:00Z,
61256,Friedrich August Stüler,1800-01-28T00:00:00Z,1865-03-18T00:00:00Z
114254,Franz Anton Pilgram,1699-06-07T00:00:00Z,1761-10-29T00:00:00Z
114254,Franz Anton Pilgram,1699-06-07T00:00:00Z,1761-10-28T00:00:00Z
115867,Peter van Dievoet,1661-01-01T00:00:00Z,1729-01-01T00:00:00Z
115920,Giocondo Albertolli,1743-07-24T00:00:00Z,1839-11-15T00:00:00Z
115191,Richard Döcker,1894-06-13T00:00:00Z,1968-11-09T00:00:00Z
115483,Max Frisch,1911-05-15T00:00:00Z,1991-04-04T00:00:00Z
115783,Othmar Ammann,1879-03-26T00:00:00Z,1965-09-22T00:00:00Z
115736,Hans Hilfiker,1901-09-15T00:00:00Z,1993-03-02T00:00:00Z
115736,Hans Hilfiker,1901-01-15T00:00:00Z,1993-03-02T00:00:00Z
116136,Valerio Olgiati,1958-07-18T00:00:00Z,
115944,Karl Moser,1860-08-10T00:00:00Z,1936-02-28T00:00:00Z
177213,Baldassare Peruzzi,1481-03-16T00:00:00Z,1537-01-16T00:00:00Z
177213,Baldassare Peruzzi,1481-03-16T00:00:00Z,1536-01-16T00:00:00Z
115575,Pierre Jeanneret,1896-03-02T00:00:00Z,1967-12-04T00:00:00Z
177182,Sixto Durán-Ballén,1921-07-14T00:00:00Z,2016-11-15T00:00:00Z
114618,Franz Antoine,1768-01-23T00:00:00Z,1834-08-22T00:00:00Z
114916,Johann Christoph Knöffel,1686-01-01T00:00:00Z,1752-03-10T00:00:00Z
116310,Alphonse Laverrière,1872-05-16T00:00:00Z,1954-03-11T00:00:00Z
117448,Luigi Snozzi,1932-07-29T00:00:00Z,2020-12-29T00:00:00Z
117380,Joseph-Antoine Froelicher,1790-11-02T00:00:00Z,1866-01-09T00:00:00Z
177256,Charles Gwathmey,1938-06-19T00:00:00Z,2009-08-03T00:00:00Z
117055,Alexander von Senger,1880-05-07T00:00:00Z,1968-06-30T00:00:00Z
117124,Jean Tschumi,1904-02-14T00:00:00Z,1962-01-25T00:00:00Z
117646,Otto Rudolf Salvisberg,1882-10-19T00:00:00Z,1940-12-23T00:00:00Z
91920,Friedrich-Joachim Stengel,1694-01-01T00:00:00Z,1787-01-01T00:00:00Z
177302,Phidias,-0499-01-01T00:00:00Z,-0429-01-01T00:00:00Z
117313,Pietro Morettini,1660-01-01T00:00:00Z,1737-03-15T00:00:00Z
91956,Robert Curjel,1859-12-17T00:00:00Z,1925-08-18T00:00:00Z
91941,Peter Dybwad,1859-02-17T00:00:00Z,1921-10-13T00:00:00Z
91976,Eberhard Zeidler,1926-01-11T00:00:00Z,
177547,Elliott Woods,1865-02-02T00:00:00Z,1923-05-22T00:00:00Z
177497,John G. Barnard,1815-05-19T00:00:00Z,1882-05-14T00:00:00Z
92368,Albert Friedrich Speer,1863-05-06T00:00:00Z,1947-03-31T00:00:00Z
92314,Johann Adam Breunig,1660-01-01T00:00:00Z,1727-01-01T00:00:00Z
92142,Alwin Seifert,1890-05-31T00:00:00Z,1972-02-27T00:00:00Z
177468,Nodar Kancheli,1938-04-21T00:00:00Z,2015-06-26T00:00:00Z
117760,Gaetano Matteo Pisoni,1713-07-18T00:00:00Z,1782-03-04T00:00:00Z
118501,Javier Manterola,1936-06-17T00:00:00Z,
